中分類ID,中分類,小分類ID,小分類,種別,通し番号 ,優先度,割り当て時間数（h）, DS-BoK KA番号,内容
E1,セキュリティとプライバシー,4,データ一貫性,スキル,ACM-53-04,T1,0.33,KA02.04,データの完全性に影響を与えるセキュリティ上の脅威の一般的なタイプを列挙できる．
E1,セキュリティとプライバシー,4,データ一貫性,スキル,ACM-53-05,T1,0.33,KA02.04,SHA-1 や MD5 などの異なるハッシュ関数が持つ潜在的な脆弱性を説明できる．
E1,セキュリティとプライバシー,4,データ一貫性,スキル,ACM-54-05,T1,0.33,KA02.04,データ一貫性を確立するために，ハッシュアルゴリズムおよびMAC手法をどのように用いるか説明できる．
E1,セキュリティとプライバシー,4,データ一貫性,スキル,ACM-54-06,T1,0.33,KA02.04,一貫性保持の観点から，デジタル署名スキームおよびその必要性について説明できる．
E1,セキュリティとプライバシー,4,データ一貫性,スキル,ACM-54-07,T1,0.33,KA02.04,性能およびセキュリティの観点から，異なる一貫性保持技術の比較や対照ができる．
E1,セキュリティとプライバシー,4,データ一貫性,態度,ACM-54-08,T1,0.33,KA02.04,複数のデータ所有者が存在するドメインにおいて，データの出所および妥当性を確保するために，一貫性モデルをどのように利用するかを理解している．
E1,セキュリティとプライバシー,4,データ一貫性,態度,ACM-51-05,T1,0.33,KA02.04,論理的一貫性について自信をもって説明できる．
E1,セキュリティとプライバシー,4,データ一貫性,態度,ACM-52-05,T1,0.33,KA02.04,ハードウェア手法による物理的一貫性への対応に自信を持つ．
E1,セキュリティとプライバシー,4,データ一貫性,態度,ACM-53-06,T1,0.33,KA02.04,一般的なセキュリティ脅威について自信をもって説明できる．
E1,セキュリティとプライバシー,5,セキュリティ分析,知識,ACM-54-09,T1,0.33,KA02.04,様々な方法や技術を用いたデータの整合性への対処を徹底している．
E1,セキュリティとプライバシー,5,セキュリティ分析,知識,ACM-56-01,T1,0.33,KA02.04,記述統計，要約プロット，外れ値検出，点推定，仮説検定，検定統計，線形回帰，一般化線形回帰を含む，セキュリティデータの探索的データ分析のための統計手法
E1,セキュリティとプライバシー,5,セキュリティ分析,知識,ACM-56-02,T1,0.33,KA02.04,マルウェア表示技術，転移学習，階層アンサンブルニューラルネットワーク(HeNet)等の静的あるいは動的な（セキュリティ）脅威の分類とマルウェア検知のためのコンピュータビジョンを利用した手法
E1,セキュリティとプライバシー,5,セキュリティ分析,知識,ACM-57-01,T1,0.33,KA02.04,敵対的機械学習，機械学習に対する攻撃の種類，攻撃からの機械学習の防御フレームワークに関する基本的概念
E1,セキュリティとプライバシー,5,セキュリティ分析,知識,ACM-57-02,T1,0.33,KA02.04,高速勾配符号，反復高速勾配，普遍的逆説的摂動などの敵対的機械学習技術
E1,セキュリティとプライバシー,5,セキュリティ分析,知識,ACM-57-03,T1,0.33,KA02.04,機械学習モデルを守るための敵対的トレーニング等のような防御技術
E1,セキュリティとプライバシー,5,セキュリティ分析,スキル,ACM-57-04,T1,0.67,KA02.04,1．セキュリティアプリケーションのための説明能力を持つ機械学習手法．説明には，サンプル単位で説明する局所的な説明と，データセット全体を考慮した大域的な説明が含まれる．2．自然画像を用いたモデルに依存しない説明を，コンピュータビジョンを用いたマルウェア検知機構に適用する方法を知る．
E1,セキュリティとプライバシー,5,セキュリティ分析,スキル,ACM-56-03,T1,1,KA02.04,セキュリティアプリケーションを，機械学習を活用できる問題に変換できる．
E1,セキュリティとプライバシー,5,セキュリティ分析,スキル,ACM-56-04,T1,1,KA02.04,マルウェア表示技術，転移学習，階層アンサンブルニューラルネットワーク(HeNet)等を利用して静的あるいは動的な（セキュリティ）検知機構を持ったマルウェア検知ソリューションを設計できる．
E1,セキュリティとプライバシー,5,セキュリティ分析,スキル,ACM-56-05,T1,0.33,KA02.04,異なるバックグランドを持つ人に対して，セキュリティアプリケーションにおいて機械学習モデルが出した結果を説明できる．
E1,セキュリティとプライバシー,5,セキュリティ分析,スキル,ACM-57-05,T1,1,KA02.04,検知が行われない盲点があることを認識し，機械学習のレジリエンス（弾力性，許容性）を評価できる．
E1,セキュリティとプライバシー,5,セキュリティ分析,スキル,ACM-57-06,T1,1,KA02.04,敵対的トレーニングを導入することで，機械学習のレジリエンスを改良できる．
E1,セキュリティとプライバシー,5,セキュリティ分析,スキル,ACM-57-07,T1,0.33,KA02.04,機械学習アルゴリズムを調査し，セキュリティの専門家にそのモデルの効果を説明できる．
E1,セキュリティとプライバシー,5,セキュリティ分析,スキル,ACM-57-08,T1,1,KA02.04,説明可能性と脆弱性の問題に対処するために機械学習の評価基準を定義し，様々な利害関係者とコミュニケートできる．
E1,セキュリティとプライバシー,5,セキュリティ分析,スキル,ACM-57-09,T1,0.33,KA02.04,セキュリティおよびプライバシーアプリケーションで用いられる機械学習では，レジリエンスと脆弱性が重要な理由を説明できる．
E1,セキュリティとプライバシー,5,セキュリティ分析,スキル,ACM-57-10,T1,1,KA02.04,"LIME, LEMNA, TCAVなどの説明能力を持つAI手法をセキュリティアプリケーションに適用できる．"
E1,セキュリティとプライバシー,5,セキュリティ分析,態度,ACM-57-11,T1,1,KA02.04,LIME等の説明能力を持つAI手法をセキュリティアプリケーション用に構築された機械学習モデルに適用し，信頼性の高いスコアに基づいてモデルを選定できる．
E1,セキュリティとプライバシー,5,セキュリティ分析,態度,ACM-56-06,T1,0.33,KA02.04,脅威検知，マルウェアインテリジェンスへのアプローチおよびそれらを認識するために，コンピュータビジョン，自然言語処理，古典的データ解析等の様々な視点から理解している．
E2,ヒューマン・コンピュータ・インタラクション,1,一般,知識,ACM-57-12,T1,0.67,KA02.04,分類の正確性，誤検知率，精度だけでなく，頑健性と脆弱性についても意識して機械学習を評価する．
E2,ヒューマン・コンピュータ・インタラクション,1,一般,知識,ACM-68-01,T1,0.33,KA02.05,ヒューマン・コンピュータ・インターフェースを検討するためのコンテキスト：データの可視化，ウェブページ，マルチメディア資料，教材，ナビゲーションを考慮した一般的なコンピューティング環境
E2,ヒューマン・コンピュータ・インタラクション,1,一般,知識,ACM-68-02,T1,0.33,KA02.05,ユーザーインターフェースの設計や実装に適用できる理論，モデル，原理，ガイドライン，標準
E2,ヒューマン・コンピュータ・インタラクション,1,一般,知識,ACM-68-03,T1,0.33,KA02.05,インターフェイスに対する異なる尺度：有効性と魅力
E2,ヒューマン・コンピュータ・インタラクション,1,一般,知識,ACM-68-04,T1,0.33,KA02.05,カラーとマルチメディア，人間工学とウェブサービスの利用
E2,ヒューマン・コンピュータ・インタラクション,1,一般,知識,ACM-68-05,T1,0.33,KA02.05,インタラクションに影響を与える認知モデル
E2,ヒューマン・コンピュータ・インタラクション,1,一般,知識,ACM-68-06,T1,0.33,KA02.05,拡張現実（AR）のスコープ，利点，欠点
E2,ヒューマン・コンピュータ・インタラクション,1,一般,知識,ACM-68-07,T1,0.33,KA02.05,分析や可視化を通じてデータ理解を支援するためのソフトウェアサポート
E2,ヒューマン・コンピュータ・インタラクション,1,一般,知識,ACM-68-08,T1,0.33,KA02.05,特別なニーズを持つユーザーを含む，さまざまなグループのユーザーに対するアクセシビリティへの配慮
E2,ヒューマン・コンピュータ・インタラクション,1,一般,知識,ACM-69-01,T1,0.33,KA02.05,データサイエンスにおける可視化の役割
E2,ヒューマン・コンピュータ・インタラクション,1,一般,知識,ACM-69-02,T1,0.33,KA02.05,図解を用いた可視化（歴史的な例や現代的な例を含む）
